text,label,preprocessed_text
Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits .,positive,metso suppli equip two process line northland resourc new kaunisvaara iron ore project sweden exploit tapuli sahavaara iron ore deposit
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,m-real 's sale expect increas 4 year-on-year eur609m second quarter 2010
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",positive,navteq command lead instal map data system north american vehicl may leader turn-by-turn navig data offer servic onstar north america said analyst phil magney telemat research group minnetonka minn.
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,nest oil 's board propos 1.00 eur dividend full-year 2007 compar 0.90 eur year ago
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,net interest incom total eur 15.9 mn compar eur 15.6 mn year earlier
Net profit in the period in 2009 was ( EURO ) 29 million .,neutral,net profit period 2009 euro 29 million
Net profit in the same period in 2006 was 36.6 million euros .,neutral,net profit period 2006 36.6 million euro
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral,net profit period 2006 x20ac 172 million
Net profit was 35.5 mln compared with 29.8 mln .,positive,net profit 35.5 mln compar 29.8 mln
Net sales are expected to remain on the same level as in 2007 .,neutral,net sale expect remain level 2007
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral,net sale sata-flexo group came eur4 .3 2007 group compani employ total 40 peopl
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral,net sale 2006 total eur 302 million oper margin 16
Net sales in 2007 are expected to be 10 % up on 2006 .,positive,net sale 2007 expect 10 2006
Net sales in 2007 totalled EUR 329 million and the operating margin was over 19 % .,neutral,net sale 2007 total eur 329 million oper margin 19
Net sales in 2008 are expected to be on the same level as in 2007 .,neutral,net sale 2008 expect level 2007
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,neutral,net sale lehdentekijat unit approxim eur 14 million 2007 70 employe
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive,nokia bought chicago-bas navteq 2008 acquir map databas compet googl map well navig devic compani tomtom nv garmin ltd.
Nokia Corp of Finland Tuesday said it has received a unified device managment contract with Finnish operator Elisa Oyj .,neutral,nokia corp finland tuesday said receiv unifi devic manag contract finnish oper elisa oyj
Nokia has enough users to do just as well .,neutral,nokia enough user well
"Of this , EUR 38.8 mn was net interest income .",neutral,eur 38.8 mn net interest incom
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",neutral,omeo www.omeo.s employ 55 expect net sale 23 mln euro 29.8 mln fiscal 2006-2007 end april 30 2007
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,oper loss eur 179mn compar loss eur 188mn second quarter 2009
Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .,neutral,oper profit quarter april-jun 2006 amount eur182 .2 sale eur3 .62 bn
Operating profit totaled EUR 18.6 mn or 8.3 % of net sales .,neutral,oper profit total eur 18.6 mn 8.3 net sale
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive,oper profit eur 9.8 mn compar loss eur 12.7 mn correspond period 2009
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive,pre-tax loss total eur 0.3 mn compar loss eur 2.2 mn first quarter 2005
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,pretax profit total eur 2.0 mn compar loss eur 159.2 mn fourth quarter 2008
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,pretax profit total eur 80.8 mn compar loss eur 13.1 mn correspond period 2009
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,previous eb deliv custom solut lg electron make commerci avail mobil termin vendor well wireless oper
"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",neutral,previous vaahto pulp suppli headbox rectifi roll dilut control technolog stora enso 's mill imatra eastern finland
Production will expand to other of Elcoteq 's locations including Mexico and Hungary during 2010 .,positive,product expand elcoteq 's locat includ mexico hungari 2010
Profit of the accounting period was EUR 0.3 mn .,neutral,profit account period eur 0.3 mn
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,rapala said estim make save 1-2 mln eur year centralis french oper one site
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,re-us back pet bottl also steadili increas rate use strap tape pick dip 2005 petcor said previous
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",neutral,russia account 9 lagarder magazin divis 's revenu eur 114.40 mn usd 148.11 mn 2009 usa 18
"Sales are expected to increase in the end of the year 2006 , however .",positive,sale expect increas end year 2006 howev
Satama 's net sales would be higher than the year before .,positive,satama 's net sale would higher year
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,scanfil expect net sale 2008 remain 2007 level
"SINGAPORE ( ICIS ) -- ( 1 ) Kemira and Indian water infrastructure firm ( 2 ) IVRCL have agreed to form a join venture which includes a new inorganic coagulant manufacturing facility in Andhra Pradesh state , India , the Finnish water treatment chemicals maker said on Tuesday .",positive,singapor ici -- 1 kemira indian water infrastructur firm 2 ivrcl agre form join ventur includ new inorgan coagul manufactur facil andhra pradesh state india finnish water treatment chemic maker said tuesday
"So , at the present time Nokian tires had the contract of tires production in China .",neutral,present time nokian tire contract tire product china
"Solvay S.A. has engaged Poyry to provide project management , engineering , procurement , and site services for a hydrogen peroxide production plant to be built by a Solvay-BASF joint venture at BASF 's Zandvliet site , Belgium .",neutral,solvay s.a. engag poyri provid project manag engin procur site servic hydrogen peroxid product plant built solvay-basf joint ventur basf 's zandvliet site belgium
"SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .",positive,southfield mich. -- central corpor credit union distribut patronag dividend member waiv servic fee incur month juli novemb 2008 tune estim 1 million
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority .",positive,srv rais hold compani summer 2008 major
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,systeemitiimi 's sale project resourc also strengthen director paul skogberg said
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive,tallink claim watertight door vana tallinn regina baltica includ electr system fulli work order
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,positive,talvivaara secur 10-year off-tak agreement 100 per cent main output nickel cobalt norilsk nickel enter long-term zinc stream agreement nyrstar nv
Tekla Group 's net sales for 2005 were approximately 38 million euros .,neutral,tekla group 's net sale 2005 approxim 38 million euro
TeliaSonera has secured deliveries for 4G modems with support for 3G and 2G during the second quarter 2010 .,positive,teliasonera secur deliveri 4g modem support 3g 2g second quarter 2010
"The 50-50 joint venture , to be called Nokia Siemens Networks , will be comprised of Nokia 's network business group and Siemens ' carrier-related operations , creating estimated synergies of 1.5 billion euros ( $ 1.9 billion ) by 2010 , Nokia said .",positive,50-50 joint ventur call nokia siemen network compris nokia 's network busi group siemen carrier-rel oper creat estim synergi 1.5 billion euro 1.9 billion 2010 nokia said
The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,positive,acquisit boomerang boat oy line done solut strategi develop busi compani acquisit
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,action expect deliv annual cost save eur15-20m
"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral,agreement cover monitor mainten server capac servic backup one-year extens option
The amendment will not incur additional costs .,neutral,amend incur addit cost
The announced restructuring will significantly decrease the Company 's indebtedness .,positive,announc restructur significantli decreas compani 's indebted
The companies expect the first orders already in 2011 .,positive,compani expect first order alreadi 2011
The company also expects to sell its products in other Russian region .,positive,compani also expect sell product russian region
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,compani also said board director propos profit distribut eur0 .92 per share
The company closed last year with a turnover of about four million euros .,neutral,compani close last year turnov four million euro
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,compani expect net sale 65 mln euro 85.1 mln 2006
The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral,compani expect sale revenu rmb8 .0 billion 2009
The company feels these leases are prime locations due to several producing formations in the immediate area .,positive,compani feel lea prime locat due sever produc format immedi area
The company has exported into about twenty European countries as well as to Africa .,neutral,compani export twenti european countri well africa
The company is well positioned in Brazil and Uruguay .,positive,compani well posit brazil uruguay
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,compani report loss period eur 0.4 mn compar loss eur 1.9 mn correspond period 2005
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,compani 's net sale 2009 total meur 307.8 oper margin 13.5 per cent
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral,compani 's oper profit 2006 stood 39.6 mln euro 57.9 mln
"The company 's profit totaled Ls 134,700 .",neutral,"compani 's profit total l 134,700"
"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",neutral,"compani target sale l 27.1 mn l 23.498 mn profit l 300,000 l 371,500 2007"
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive,compani turn earn per share ep eur 0.03 versu loss per share eur 0.01
The company will build altogether 130 new substations by the end of this year .,neutral,compani build altogeth 130 new substat end year
The diesel margin has remained high .,positive,diesel margin remain high
"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive,divest line compani 's plan focu select growth segment streamlin corpor structur compani explain
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,divest raisio 's margarin busi may 2009 gave compani clearer focu grain-bas product
The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral,earn compar period includ capit gain eur 8mn sale omx share
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral,finnish textil cloth compani marimekko corpor omx helsinki mmo1v report wednesday 5 novemb oper profit eur8 .1 net sale eur59m period januari septemb 2008
The first quarter was as expected and was in line with analysts ' forecasts .,neutral,first quarter expect line analyst forecast
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,fourth quarter saw rapala swing back pretax profit 1.5 mln eur year earlier loss 1.2 mln back 30 pct uplift sale 44.8 mln eur stronger perform north america
The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .,neutral,german subsidiari produc softwar develop servic ixono telecommun busi unit 's client project
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,"group 's consolid net sale 2008 total 3.4 billion euro employ approxim 13,000 person"
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",neutral,"group 's consolid net sale 2009 total 1.5 billion euro employ approxim 10,000 person"
"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports .",neutral,group 's revenu amount eur 80 million half account export
The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .,neutral,group 's revenu 2008 amount eur 94 million compani current employ approxim 730 peopl
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral,group 's revenu 2009 amount eur 70 million compani current employ approxim 780 peopl
The group will expand the chain to include 45 stores .,positive,group expand chain includ 45 store
The insurance division turned a EUR120m profit .,neutral,insur divis turn eur120m profit
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',positive,iso certif demonstr move forward qualiti commit custom
The long-term contract is global .,positive,long-term contract global
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 % .,positive,member manag team contribut adjust measur temporari salari cut 5
The offer represents a premium of 24 % over the stock 's closing price on Friday .,positive,offer repres premium 24 stock 's close price friday
The opening of the portal is part of the expansion strategy of Alma Media 's Marketplaces business unit .,neutral,open portal part expans strategi alma medium 's marketplac busi unit
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",positive,recoveri demand start toward end 2009 continu january-march 2010
The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,positive,sale healthcar trade busi support oriola-kd 's strategi focu pharmaceut wholesal retail busi
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,positive,sale lead pretax capit gain eur 22 million finnish compani 2011
"The segment has an annual revenue of approximately EUR400m , the company said .",neutral,segment annual revenu approxim eur400m compani said
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,soapston deposit medvezhyegorsk area expect increas tulikivi 's current reserv consider
The solvency capital ratio of both companies was 2.7 times the solvency limit .,neutral,solvenc capit ratio compani 2.7 time solvenc limit
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive,said contract estim contribut eur150m net sale 2010
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,measur expect produc annual cost save eur 1.5 million start 2007
This will bring cost savings of about EUR 3mn a year .,positive,bring cost save eur 3mn year
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,positive,acquisit solteq expand solut offer microsoft 's dynam busi softwar product
"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators .",neutral,"agreement japrotek deliv nine storag tank volum rang 1,000 cu 3,000 cu includ agit"
"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",positive,agreement tietoen provid blyk extend applic busi process manag servic infrastructur
Under the agreement Ponsse will provide forest machine maintenance services to Stora Enso 's Russian wood procurement operations .,neutral,agreement pons provid forest machin mainten servic stora enso 's russian wood procur oper
Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive,contract cramo sverig subcontractor brinkab ab provid scaffold instal lkab 's new pellet plant kiruna northern sweden
Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market .,neutral,term agreement lextel group commit open order eur3 .75 benefon mobil unit co-brand capitel china market
Vacon 's office will support its customers in Brazil and South America .,neutral,vacon 's offic support custom brazil south america
We can capitalize on our experience from a number of similar bridge projects in the Nordic countries .,positive,capit experi number similar bridg project nordic countri
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,via move compani aim annual save eur3m main part expect realiz year
"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters .",neutral,"second phase new innova build tecnopoli presenc jyvaskyla increas total approxim 62,000 floor squar meter"
With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,acquisit panostaja oyj expand busi area specialis digit print
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral,moodi 's said gave p a1 long-term senior unsecur p p-1 short-term debt rate finnish lender aktia bank 's eur1bn usd1 .4 bn euro medium-term note emtn program 25 march 2011
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive,brazilian non-profit interbank camara interbancaria de pagamento cip acquir solut u busi integr solut provid sterl commerc latter compani said statement
`` Leipurin is a growing and rapidly internationalizing Group .,positive,`` leipurin grow rapidli internation group
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive,`` ntc geograph presenc complement ramir 's exist network bring u closer custom east bohemia region czechrepubl ``
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",positive,`` sever growth initi chosen geograph area alreadi ongo `` continu note lindex open first store czech republ autumn brno
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive,`` analyz kaupth bank sweden found busi fit well alandsbanken `` said alandsbanken 's chief execut peter wiklof statement
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,2010 16 juli 2010 finnish steel maker rautaruukki oyj hel rtrk ruukki said today turn net profit eur20m second quarter 2010 net loss eur94m correspond period last year
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,28 octob 2010 finnish wood product technolog supplier raut oyj hel rutav said today swung net profit eur3m first nine month 2010 versu net loss eur5 .2 period year earlier
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,"3 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v said yesterday net profit rocket eur4 .8 2010 eur416 ,000 2009 lift dividend propos"
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,"4 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v said wednesday net profit rocket eur4 .8 2010 eur416 ,000 2009 lift dividend propos"
"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",positive,agreement shb 30 decemb 2009 finnish financi servic group aktia hel aktav conclud market make agreement svenska handelsbanken sto shb shb two parti said today
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive,austin texa sept. 6 -- texa depart transport award contract telest video compress distribut equip
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,cargotec corpor press releas august 26 2008 10 a.m. finnish time cargotec 's macgregor busi area provid marin cargo handl offshor load handl solut receiv signific offshor crane retrofit order
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive,ceo compani tarmo noop said growth sale premium beer biggest
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,ebit total eur 14.4 mn compar loss eur 0.3 mn correspond period 2009
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,"finnish broadband data commun system provid telest oyj hel tlt1v said yesterday return net profit eur 2.7 million usd 3.8 first nine month 2010 versu net loss eur 579,000 period 2009"
Finnish construction company Lemminkainen Oyj HEL : LEM1S said yesterday that it would build a plastic film extrusion plant for packaging materials supplier Ab Rani Plast Oy at Lemminkainen 's Kaluga industrial park in Russia .,neutral,finnish construct compani lemminkainen oyj hel lem1 said yesterday would build plastic film extrus plant packag materi supplier ab rani plast oy lemminkainen 's kaluga industri park russia
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,positive,finnish consum packag manufactur huhtamaki oyj said swung net profit 84.1 mln euro 105.6 mln first nine month 2006 net loss 2.6 mln euro 3.3 mln period 2005
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,"finnish dental care group oral hammaslaakarit oyj post total net profit 849,000 euro 1.1 mln first nine month 2006 versu net loss 331,000 euro 421,000 period 2005"
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,"finnish consult satama interact oyj post net profit 1.4 mln euro 2.0 mln first nine month 2007 compar net loss 462,000 euro 664,000 period 2006"
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,"finnish pulp paper machineri maker vaahto group oyj swung 1.1 mln euro 1.4 mln net profit fiscal 2005-06 end august 31 2006 249,000 euro 319,000 net loss fiscal 2004-05"
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,finnish silicon wafer manufactur okmet oyj said swung net profit 4.9 mln euro 6.3 mln first nine month 2006 net loss 1.8 mln euro 2.3 mln year earlier
Glaston also has efficiency measures in all other units .,neutral,glaston also effici measur unit
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,growth strongest f-secur 's oper isp mobil oper cabl oper busi
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",positive,second quarter 2010 compani 's net profit eur1 .7 compar net loss eur1 .3 april-jun 2009
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel .,positive,therefor seem finnish ship compani vike line get subsidi need order new lng-fuell vessel
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .",positive,jarmo honkamaa head oil refin busi nest oil say situat look promis viewpoint
"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,"adp news feb 25 2009 finnish print circuit board pcb maker aspocomp group oyj hel acg1v said today swung net profit eur 300,000 usd 385,000 2008 versu net loss eur 65.3 million"
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,adp news nov 6 2008 finnish retail softwar develop aldata solut oyj omx ald1v said today swung net profit eur 2.1 million usd 2.7 first nine month 2008 versu net loss eu
"Mformation and Nokia noted they have established interoperability agreements that cover commercially proven , standards-based management of mobile devices , as well as mobile device security and mobile application management .",positive,mformat nokia note establish interoper agreement cover commerci proven standards-bas manag mobil devic well mobil devic secur mobil applic manag
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",positive,mn pretax profit eur 46.4 mn eur 35.8 mn third quarter 2006
"Net sales will , however , increase from 2005 .",positive,net sale howev increas 2005
"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat .",neutral,nokia deliv wcdma 3g-hspa radio network includ modular high capac nokia flexi wcdma base station indosat
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 .,positive,oper profit total eur 17.7 mn compar eur 17.6 mn correspond period 2007
"Order intake , on the other hand , is expected to be stronger than in 2007 .",positive,order intak hand expect stronger 2007
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive,outokumpu finland stainless steel manufactur plan enter suppli agreement indian railway
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive,profit tax eur 0.1 mn compar eur -0.4 mn previou year
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive,profit period eur 15.6 mn compar eur 14.1 mn 2007
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,quarterli dilut ep continu oper came 0.21 eur compar last year 's 0.12 eur
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,rapala estim net sale 2008 increas 8.0 pct 12 pct assum 2007 exchang rate
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,"raut post net profit 1.8 mln euro 2.6 mln third quarter 2007 compar net loss 299,000 euro 430,000 correspond period 2006"
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,return equiti stood 18.3 compar 15.4 third quarter 2005
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,russian export duti activ harvest finland sale russia increas also
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,tectia corpor hel tec1v provid real-tim secur solut today announc appoint lan2lan provid servic uk distribut data secur manag file transfer softwar
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive,bristol port compani seal one million pound contract cooper specialis handl suppli four 45-tonn customis reach stacker konecran
The company expects net sales to significantly increase from 2009 .,positive,compani expect net sale significantli increas 2009
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,compani 's net profit amount ee 55.5 mn 36 2004
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive,compani said suppli wcdma 3g-hspa radio network includ modular high capac nokia flexi wcdma base station east java bali sumatra batam
"The contract traded at an all-time high of $ 50,200 a ton on April 24 .",neutral,"contract trade all-tim high 50,200 ton april 24"
"The EBITDA was EUR116m compared to EUR115m , corresponding to an EBITDA margin of 33 % .",positive,ebitda eur116m compar eur115m correspond ebitda margin 33
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive,"fair valu invest properti total eur 2,299.9 mn compar eur 2,229.5 mn correspond period 2009"
The fund at fair value will increase correspondingly .,positive,fund fair valu increas correspondingli
The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,neutral,impact acquisit telest 's net sale 2010 estim approxim eur 2 million
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral,impact tietoen 's net sale 2008 purchas expect 11 mln euro 15.9 mln
The optimization of the steel components heating process will reduce the energy consumption .,positive,optim steel compon heat process reduc energi consumpt
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive,proport estonian lithuanian passeng tallinn-helsinki rout also grew juli
These savings will have full impact as of the beginning of 2007 .,neutral,save full impact begin 2007
